"","lyrics","track_name_join"
"118","[ intro: q- tip] do you know the importance of a skypager? uh, uh, uh, uh [ verse : q- tip] those who don't believe, see you're laid behind got our skypagers on all the time hurry up and get yours cause i got mine especially if you do shows, they come in fine if you're with a g and you're sippin wine eatin cacciatore with a twist of lime gotta meet your lover at a quarter to joint by base, then you get your high [ verse : phife dawg] if you get your high, then mines is next the ' s' in skypage really stands for sex beeper's goin off like don trump gets checks keep my bases loaded like the new york mets at times i miss the pager so you don't get vex havin bad days like a voodoo hex conceptually, a pager is so complex that i be standin by the phone ready to flex welcome, wel-wel-welcome to the new skypager wel-welcome to the new skypager welcome to the new skypager, new skypaper enter telephone number or other numeric message [ bridge: q- tip] uh, so funky uh, so funky uh, so funky uh, so funky [ verse : phife dawg] the batteries i use are called duracell they last for three weeks so they do me well don't be goin through no phases my joint stays on -, from dusk til dawn if you're in costa rica on a sunlit beach you greed for the phifer, i can be reached a number of importance, i just put it on lock you leave code '"", that means you want some (cock) [ verse : q- tip] people tend to think that a pager's foul well it kinda is cause it makes me scoul but it really hurts when you're on the prowl brothas know it hurts when you're on the prowl grabbin on my joint cause i'm an eager owl get paged by a g or a business pal my shit is overflowin, they won't allow another page, so i'll just end this now ( message sent, thank you for calling skypager)","skypager"
"119","h- o- t spitta h- o- t spitta h- o- t spitta h- h- o- o- t- t spitta, i can’t be compared to these niggas back in the days in the city of new orleans before we had a basketball team called the hornets the hustlers on the block was the only ones balling every day i saw ‘em floating something that i wanted riding up the block, top dropped, engine roaring pitch a little kid twenty bucks to wash it for ‘em i used to sit on the block and listen to ‘em talking about how expensive it was to ride foreign those i admire added fuel to the fire but when soulja slim came up, i really got inspired switched it into overdrive when i heard him rhyming then my brother got a deal and then i figured that i could and then i did but it’s kind of crazy in the music biz chances slim, they’re shady in the music biz props to eminem because he made it in the music biz walked my eight mile in the land of the katrinians i got a style that a lot of people don’t get but hipsters and skateboarders digging it it’s funny how i’m making money from this written shit in elementary they tried to fail me for my penmanship now i’m thinking through the ink and it’s making me rich but executive infections is making me sick antibiotics to fight it, yeah, i’m taking the shit my doctor prescribed it, i tried it, i’m shaking and shit i read the same rap handbook as q- tip the part that hit me the hardest said this: “ industry rule #: the one’s you think are helping are hating,” watch your back whenever you’re stepping out if you bring the jewels out, you better bring the weapons out and if you walk into a room, be cool, knowing you the dude everybody’s checking out now here’s a funky introduction of how nice i am spitta gets you instant cash like a money gram curren$y the hot spitter, high grade pot getter you broke? still copping smoke by the gram went dumb when i got my first hundred grand (dumb) blew it all on kicks for me and my fam (dumb) ran through it in a week, i was behaving like the loot wasn’t a advance in full swing like a pimp’s backhand got it out for these jokers like batman shoot for the moon dude, because even if you miss in the midst of the stars is where you’ll land hella cool, i grew up around hooligans i did my dirt but i was nerdy with the foolishness i rigged snack machines for free cash and drinks got into trouble, my mama got me back in school again now i’m all grown up, trying to be blown up king kong billboard signs gone up bearing my likeness, no one is like this king of the kicks, your royal dunk highness i’m after the treasure like pirates no matter the weather, we climb over the climate f. s. jetset pilot, flow ill, snatch fly airborne virus","sole man"
"120","[ chorus: elton john, a tribe called quest] gonna hear electric music ( what you gon' hear?) gonna hear electric music ( what you gon' hear?) solid walls of sound solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( pressure breaking ground, pressure breaking sound) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( tip and phife in town, tip and phife in town) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( solid wall of sound, pushing breaking ground) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( jedi, ali, phifey, tip) solid walls of sound ( jedi, ali, phifey, tip) solid walls of sound ( jedi, ali, phifey, tip) solid walls of sound ( jedi, phifey, phifey) [ verse : phife dawg & q- tip] yo, a t c q, massive and crew bars to any beat, we beat the beat for true massengale m c’s, you smell like pussy stew don’t let it be you, man up my youth phife, you should've spoke of, man you'rein the mode of leave that to me, el- hajj malik the man with a plan who made it real for us all like marauders on a mission when we killin' dance halls mmm, saga boy, trini man ride out when mic is in mi hand loved all of mi fans, one, two, three of dem all of the gang [ verse : busta rhymes, q- tip & phife] with a couple pound a weed and a couple dollar van hmm, broke pockets, find another plan yeah, cyan dun, push up on the one and big up the sound man, dibby dibby d j walk ayo bus with them a talk they don’t want no prob, they don’t want no issue outline them in bloodclaat chalk earlier in the night when we bring out the music with a box and a band killer sound boy movement live and direct when it all goes down you an idiot boy, you don't wanna fuck round big tune make the world go round make way for the sound boy crown don't you know we're the wickedest sound one box off in your face make a sound boy frown [ bridge: elton john & a tribe called quest] solid wall of sound, solid wall of sound solid wall of sound, solid wall of sound solid wall of sound, solid wall of sound solid wall of sound, solid wall of sound solid wall of sound [ outro: q- tip & elton john] sound checking, a million watts are shaking the room in just a few hours you're gonna feel the burn all of the goons are checking their guns at the door a solid wall of sound is here on tour it's gonna get loud—so no phones allowed it's gonna get loud—so no phones allowed","solid wall of sound"
"121","(quiet eerie voice) yooooo.... yooooo... i hope ya'll ready... are ya ready? here we go.... [ q- tip] what ya deal with...uhhh... what ya deal wit'...what ya deal wit'... turn me up some more? [ verse : q- tip] incognito, speakin' to ya feel this, have it, makin' music men and women, boys an' girls an' welcome to the movement, the fifth wit' improvement aristotle, plato, freud yeah right, abstract, never void i make it easy for ya'll to boogie down to hard to the ground, ooh the tribe with the sound boo touch me, tease me, feed me, squeezy take it easy, never sleazy promise that i will not answer the phone when it rings love, while we do out thing love never fakin', enslave spirits through the music is our mission money's cool, but not cooler than a ghetto rebel risin' to overthrow a ruler dearly beloved, dearly departed there's a reason why we did it cuz it's inside the body and the hearts so here we are fam let's start, c'mon... hook [x] don't beat me in the head with the bullshit bat c'mon everybody let's start ummah, mos, jane doe, willy punchline, wordsworth, s v, chrissy s. o. s., tribe called quest get it off your chest, say it: "" tribe called quest!"" can you feel it when it hit right can you feel it when we do it truth, power, taste, devour niggas in the street here comes the illest beat now move oceans wit' your mental think it, do it, be it, embellish here's another point for everyone to relish when ski busts his tools all ya'll foes will embellish for somethin' wicked at ya'll faces what i see is longin', needin' hey i got you with that goooooood stuff and ya probably won't get enough ay-yo, lyrics i got it, lyrics, cadence do it with fun and patience funky, rhythmic, characteristic ebonically lingustic wit' the ghetto futuristic ay, ay, ay, ay, ay, ay, ay.... c h o r u s (x) beat me in the head, don't beat me in the head don't beat me in the head, don't beat me in the head don't beat me in the head, don't beat me in the head don't beat me in the head, head, head, head... so here we are fam let's start, so here we are fam let's start so here we are fam let's start, so here we are fam let's start to the ummah family lets start a-yo get off your ass and let's start, a-yo, here we are fam let's start c'mon, get off your ass and let's start, here we are fam let's start here we is fam let's start, get off your ass and let's start here we are fam let's start, get off your aaaassss-ah-ah-ah-ah ha ha ha ha ha...let's start","start it up"
"122","[ q- tip] phiiiiiife dawg [ phife] yo kamaal [ q- tip] reggie noble [ redman] up in ya! [ q- tip] yo busta bus, yo it's time to step up [ busta rhymes] you know i plas-ter, the little bas-tard and mastered the real way you slap the bitchest niggas backwards hah! uh-oh, aiyyo, whenever busta rhymes say so (mmmhmm) when we move yes (mmmhmm) sometimes we lay low (mmmhmm) aiyyo (yo) big up my little nigga pedro make you after the l like turkey, cheese and to-ma-to (to) fuck is that? especially for niggas that will pay no attention to instructions, like they still wan' disobey y'all wonder twin powers activate real quick but then i could grow about five feet more with an extra dick! one dick to hold in my hand when i'm rockin the mic the extra dick to blow up the pussy for the rest of the night then i return with more lyrics like a bunch of rough niggas they tough niggas that snuff niggas (hah) i know the club got enough niggas (huh!) to slap your face, expert, who the next jerk, to make me exert heat? f u k k i t, let me network! [ redman] ha-hah! [ q- tip] yo reggie noble [ redman] feel me, yo busta bus [ busta] what up? [ q- tip] yo phife dawg, yo it's time to step up [ phife] yo what the fuck, ungh! check it here, peep the four-man transaction (action) phife diggy dawg, we on some todd shaw mackin (mackin) you know my stee', there's no time for relaxin (relaxin) word to reggie ( phife dawg) yo it's time for some action girl swing yo' ass, i can feel you climaxin (climaxin) don't even front, you know you wanna make it happen (make it happen!) yo busta bus, do you hear violator faxin? (mad faxin) eighty g's for one show (eighty g's yo) that's satisfaction (satisfaction) now which emcee feel like he fuckin with dis heah? ( this here) word to queens, i keep shit hot like a knish, yeah ( nish yeah!) malik is back, i'm here to make you look foolish (foolish) my roughest niggas than the afro on coolidge ( coolidge) remember white shadow? my click stay sharper than an arrow (c'mon) plus in trinidad i'm treated like the mighty sparrow (uh-huh) freestylin son, like there was no tommorrow (fuck it up nigga fuck it up) hence the reason why your bitch ass would love to follow (what?) two different toasters in your chest will make your shit hollow how's about them apples, oh is it too hard to swallow? push your wig back, word to big moot and bolo billy razor, fudge lover, on down to sha and litro ( love movement) yo bootsy takes this mic from this fool see, make him run it five-foot invasion son, you can't run from it [ busta] yo reggie noble [ redman] blaoowww, yo phife diggy! [ phife] what up? [ busta] yo yo kamal it's your time to step up! [ q- tip] check it out, the original, shit, we makin it takin it, to the extremes, we breakin it when we get, inside a zone then you feel that it's good all you jelly cats stop marinatin my wood niggas, grab the mic with loads of malarky i bring the knowledge and wield the anarchy put it on pooh-butts who's unsettled with ignorance give the last sentence with poignance and diligence eighteen wheelin through niggas like truckers breakin ankles, put it on like we at the ruckus guaranteein that shorty can move it around in the place that gets you hot but leaves you here on the ground contenders don't you even think to challenge the crown of these brothers who so elequently hold the beat down fuck the rigamarole, we vyin for the control we the musical equation of the whole entire nation [ q- tip] yo phife dawg [ phife] yes kamaal [ q- tip] busta bus [ busta] what up? [ q- tip] yo reggie noble yo it's time to step up [ redman] yo yo i'm just a ill nigga who don't got it all up stairs riding dick, get the balls til they come in pairs oh yeah, throw the goggles on these engineers cause it might, get kinda wet when i spit this here yo, i'm six-foot-one with a big ass gun to carry it you'd need a waistline the size of big pun but i move crowds without a gun like if -- the new york state lottery is ninety nine million!! hah-hah, yo, when it's time to flow i suprise and blow five hundred thousand units off a dime a trow forty below, i'm thorough when it's time to throw the caboose, i'm even hard to be touched by a masseuse whoo-whoo! funk doc gets the money and best believe i went through more trees than sonny me, kamal, busta bus, phife dawg shittin, pussy niggas get lysol! heh heh heh","steppin it up"
"123","[ verse : phife dawg] linden boulevard represent, represent tribe called quest represent, represent when the mic is in my hand, i'm never hesitant my favorite jam back in the day was eric b. for president rude boy composer, step to me you're over brothers wanna flex, you're not mad cobra m c shorty black, there ain't no other trini-born lad like nia long's grandmother tip and sha they all that, phife dawg ditto honey tell your man to chill, or else you'll be a widow did not you know that my styles are top-dollar? the five- foot assassin knocking fleas off his collar hip hop scholar since being knee high to a duck the height of muggsy bogues, complexion of a hockey puck you better ask somebody on how we flip the script come to a tribe show and watch the three kids rip [ verse : q- tip] queens is in the house represent, represent a tribe called quest represent, represent no taming of the style cause it gets irreverent a tribe called quest represent, represent huh-huh, here we go, you know that i'm the rebel throwing out the wicked like god did the devil funky like your grandpa's drawers, don't test me we in like that, you're dead like presley when we coming through get tickets to see me we work for the paper so there'll never be a freebie lyrics are abundant cause we got it by the mass egos are all idle cause the music is the task valenzuela on the pitch, curveball, catch it i think i got it locked, just smooth while i latch it right, now i must move with the quickness here comes shaheed so we must bear the witness (x) stir it up! stir it up! stir it up! steve biko [ verse : phife dawg (& q- tip)] new york city represent, represent a tribe called quest represent, represent the dawg is scientific with the styles i invent a tribe called quest represent, represent m cs like to meddle, but here's my proposition i let my lyrics flow, and juxt your whole position i'm radical with this like the man this song is after yo tip settle down, what's the reason for the laughter?( i really can't say, i guess i laugh to keep from crying so much going on, people killing, people dying but i won't dwell on that, i think i'll elevate my mental thanks for these bars on the biko instrumental) yo i'll take it back, i'm the indian giver m cs take notes as i stand and deliver percussion isn't less, ds wear the vest why they dodging bullets, you should be dodging quest don't get me wrong, violence is not our forte i just like to rhyme, kick the lyric skills like pelé tip educate 'em, my rhymes are strictly taboo fill 'em with some fantasies and i'll look out like tattoo[ verse : q- tip] ok, i am recognizing that the voice inside my head is urging me to be myself but never follow someone else because opinions are like voices, we all have a different kind so just clean out all of your ears, these are my views and you will find that we revolutionize over the kick and the snare the ghetto vocalist is on a state-wide tear soon to be the continent and then the freaking globe there's room for it all as we mingle at the mall we welcome competition cause it doesn't make one lazy or worn we gotta work hard, you know the damn card try to be the phattest is the level that we strive try to be the phattest also to stay alive","steve biko stir it up)"
"124","[ intro/ chorus: faith evans] i really know how it feels to be, stressed out, stressed out when you're face to face with your adversity i really know how it feels to be, stressed out, stressed out we're gonna make this thing work out eventually [ verse : consequence, q- tip] yo i ain't one to complain but there's things in the game( what's your name?) consequence, i'm tight, burnt like flames ( and why's that?) american dreams, they got this ghetto kid in a fiend don't stress that cause it's not in your bloodstream your whole being, comes from greatness, d'you remember shaytan got you caught in the storms of december and brothers on the block packing nines like september crazy situations keeps pockets on slender yo i be on the avenue where they be actin brand new i'm splurging on these reebok joints for shorty boo all of a sudden, i saw these two kids frontin' talking out they joints but they wasn't saying nuttin' my hand was on my toolie they was actin unruly ( say word) yo word up, yo i was tight caught up but i swallowed my pride and let that nonsense ride because i'm positive it seems that negative dies yo we was at the dice game making these cats look silly flamming, steady running off at the willie i had my cash mixed, my rent due, with my play-dough i gotta see some loot so on my girls i blow shook them shits in my palm let em hit the flo' kept my eyeballs scoping for them pigs po-po i got to go on the ave see my parole by fo' but i gotta steady freak these boys like jo jo and i was doing it, til i met ike, spike, and mike one roll, they had my pockets thirstier than sprite yo i know the feeling, when you feeling like a villain you be having good thoughts but the evils be revealin' and the stresses of life can take you off the right path (no doubt) jealousy and envy tends to infiltrate your staff we gotta hold it down so we can move on past all adversities, so we can get through fast, like that [ verse : consequence] you got the n. w. o. (low cash flow) your baby's on the way (and you don't know who) and crosstown niggas trying to (bust at you) aiyyo they got me stressed out (and you don't know what to do) so frame this kodak black, and vision to my contact with a poultry scrap, workers get pistol smacked the switch hitting queens, niggas liquid sword spittin with raw poppy, and now your first love is krill your vision of the mil got crept like hey lover tried to rise to the top, you just couldn't recover and all i want is my laceration of the pie to get this whip cream before the water runs dry niggas flash dancing, yo, i don't know why you're sick of snitching, she got you cruising to the pokey like smokey, the stress be trying to squeeze out a homey while i be trying to get star status like shinobi so we can build a dynasty, just like the toby's and all i want, is the world to know my steez these money hungry niggas is seven thirty and got me stressed out like these frog emcees [ outro: faith evans] don't worry we gon make it (gonna make it) don't worry we gon make it (oh yeah) don't worry we gon make it (gonna make it) we gon make it (gotta make it) don't worry we gon make it (gotta make it) we're gonna make it (we gotta make it) don't worry we gon make it (we gonna make it) we gonna make it (ohhhhhhh) don't worry we gon make it (ohhhhhhh) don't worry we gon make it (gonna make it) don't worry we gon make it (ohhhhhhh) we gon make it (ahaowwhwwww) don't worry we gon make it (ahahwwww) i know we gonna make it (we're gonna make it) c'mon baby we gon make it (yeahhhh) we gon make it (yeahhahhahhhh) don't worry we gon make it (we're gonna make it) we've gotta make it (we've gotta make it) we've gotta make it (oh yeah) know we're gonna make it we're gonna make it, gonna make it, we gotta make it, know we gonna make it...","stressed out"
"125","[ chorus: faith evans] i really know how it feels to be, stressed out, stressed out when you're face to face with your adversity i really know how it feels to be, stressed out, stressed out we're gonna make this thing work out eventually [ verse : consequence & q- tip] yo, i ain't one to complain but there's things in the game and what's your name? consequence, i'm type burnt like flames and why's that? american dreams, they got the ghetto kid in a fiend don't stress that 'cause it's not in your bloodstream your whole being, comes from greatness, do remember shatan got you caught in the storms of december and brothers on the block packing nines like september crazy situations keeps pockets on slender yo, i be on the avenue where they be actin brand new i'm splurging on these reebok joints for shorty boo all of a sudden, i saw these two kids frontin' talking out they joints but they wasn't saying nuttin' my hand was on my toolie, they was actin unruly ( yo, say word) yo, word up, yo, i was type caught up but i swallowed my pride and let that nonsense ride because the positive it sees that negative die yo, we was at the dice game making these cats look silly flamming, steady running off at my willie i had my cash mixed, my rent due, with my play-dough i gotta see some loot so on my girls i blow shook them shits in my palm, let em hit the flo' kept my eyeballs scoping for them pigs po-po i got to go on the ave see my parole by fo' but i gotta steady freak these boys like jo jo and i was doing it, til i met ike, spike, and mike one roll, they had my pockets thirstier than sprite yo, i know the feeling, when you feeling like a villain you be having good thoughts but the evils be revealin' and the stresses of life can take you off the right path (no doubt) jealousy and envy tends to infiltrate your staff we gotta hold it down so we can move on past all adversities, so we can get through fast, like that [ verse : consequence] you got the n. w. o. (with low cash flow) your baby's on the way (and you don't know who) and crosstown niggas trying to (bust at you) aiiyo they got me stressed out (and you don't know what to do) [ verse : phife dawg] dunn-da-lie, dunn-da-lo, dunn-da-lie, dunn-da-lee me no look for trouble but trouble done follow me all i wanted to be was a illa m c ever since me was small as a youth out in queens what did you mash on de dancehall (all a me) until my best friend caught two in him head ( right, scene) and ever since that day (ya not hear me?) things been a mess r. i. p ghosta rock, true ting, god bless so nowadays i go see wifey just to cure me from stress lay my head on her breast sugar dumpling knows best explaining all my problems to her getting things off my chest a little hook up, squeeze up, and no more am i vexxed aiiyo son, without my peeps i'd be truly assed out make sure i have my medication so i wouldn't pass out native tongues for believing in me, when everyone was fessing most of all jah mighty for the guidance and the blessings [ outro: faith evans] come on baby, we gon make it (gonna make it) come on baby, we gon make it (oh yeah) come on baby, we gon make it (gonna make it) we gon make it (gotta make it) come on baby, we gon make it (gonna make it) we're gonna make it (we're gonna make it) come on baby, we gon make it (we're gonna make it) we're gonna make it (ohhhhhhh) come on baby, we gon make it (ohhhhhhh) come on baby, we gon make it (gonna make it) come on baby, we gon make it (ohhhhhhh) we gon make it (ahaowwhwwww) come on baby, we gon make it (ahahwwww) i know we're gonna make it (we're gonna make it) come on baby, we gon make it (yeahhhh) we gon make it (yeahhahhahhhh) come on baby, we gon make it (we're gonna make it) we've gotta make it (we've gotta make it) we're gonna make it (oh yeah) i know we're gonna make it we're gonna make it, gonna make it we gotta make it, i know we gonna make it... gotta make it, oh, yeah, yeah, yeah, yeah, yeah, yeah yeah, yeah, ohhh we gotta make it, we gotta make it we gotta make it, yeah, yeah","stressed out baby phife version)"
"126","[ intro x: raphael saadiq] we're gonna make it, that's for sure if you're stressed then let it go[ chorus: faith evans (with intro repeated x)] i really know how it feels to be, stressed out, stressed out when you're face to face with your adversity i really know how it feels to be, stressed out, stressed out we're gonna make this thing work out eventually [ verse : consequence & q- tip] yo, i ain't one to complain but there's things in the game and what's your name? consequence, i'm type burnt like flames and why's that? american dreams, they got the ghetto kid in a fiend don't stress that 'cause it's not in your bloodstream your whole being, comes from greatness, do remember shatan got you caught in the storms of december and brothers on the block packing nines like september crazy situations keeps pockets on slender yo, i be on the avenue where they be actin brand new i'm splurging on these reebok joints for shorty boo all of a sudden, i saw these two kids frontin' talking out they joints but they wasn't saying nuttin' my hand was on my toolie, they was actin unruly ( yo, say word) yo, word up, yo, i was type caught up but i swallowed my pride and let that nonsense ride because the positive it sees that negative die yo, we was at the dice game making these cats look silly flamming, steady running off at my willie i had my cash mixed, my rent due, with my play-dough i gotta see some loot so on my girls i blow shook them shits in my palm, let em hit the flo' kept my eyeballs scoping for them pigs po-po i got to go on the ave see my parole by fo' but i gotta steady freak these boys like jo jo and i was doing it, til i met ike, spike, and mike one roll, they had my pockets thirstier than sprite yo, i know the feeling, when you feeling like a villain you be having good thoughts but the evils be revealin' and the stresses of life can take you off the right path (no doubt) jealousy and envy tends to infiltrate your staff we gotta hold it down so we can move on past all adversities, so we can get through fast, like that [ verse : consequence] you got the n. w. o. (with low cash flow) your baby's on the way (and you don't know who) and crosstown killas trying to (bust at you) ayo they got me stressed out (and you don't know what to do)[ verse : phife dawg] dunn-da-lie, dunn-da-lo, dunn-da-lie, dunn-da-lee me no look for trouble but trouble done follow me all i wanted to be was a illa m c ever since me was small as a youth out in queens what did you mash on de dancehall (all a me) until my best friend caught two in him head ( right, scene) and ever since that day (ya not hear me?) things been a mess r. i. p ghosta rock, true ting, god bless so nowadays i go see wifey just to cure me from stress lay my head on her breast sugar dumpling knows best explaining all my problems to her getting things off my chest a little hook up, squeeze up, and no more am i vexxed ayo son, without my peeps i'd be truly assed out make sure i have my medication so i wouldn't pass out native tongues for believing in me, when everyone was fessing most of all jah mighty for the guidance and the blessings [ outro: faith evans (with raphael saadiq intro)] come on baby, we gon make it (gonna make it) come on baby, we gon make it (oh yeah) come on baby, we gon make it (gonna make it) we gon make it (gotta make it) come on baby, we gon make it (gonna make it) we're gonna make it (we're gonna make it) come on baby, we gon make it (we're gonna make it) we're gonna make it (ohhhhhhh) come on baby, we gon make it (ohhhhhhh) come on baby, we gon make it (gonna make it) come on baby, we gon make it (ohhhhhhh) we gon make it (ahaowwhwwww) come on baby, we gon make it (ahahwwww) i know we're gonna make it (we're gonna make it) come on baby, we gon make it (yeahhhh) we gon make it (yeahhahhahhhh) come on baby, we gon make it (we're gonna make it) we've gotta make it (we've gotta make it) we're gonna make it (oh yeah) i know we're gonna make it we're gonna make it, gonna make it we gotta make it, i know we gonna make it... gotta make it, oh, yeah, yeah, yeah, yeah, yeah, yeah yeah, yeah, ohhh we gotta make it, we gotta make it we gotta make it, yeah, yeah","stressed out raphael saadiq remix)"
"127","stressed out tape () side a : . celly cel - it's goin' down . mr - - my sweet trick . th ward boyz - situations . above the law - spokes ( instrumental) . m c lyte - everyday . mary j. blige - mary's joint . tribe called quest - stressed out . e-, too short, ant banks & jodeci - rapper's ball . instrumental side b : . kris kross - mackin' ain't easy . mr -, too short, ball & m j g - hit the highway . mass - southside . ice cube - true to the game . thug life - how long will they mourn me? . lil' randy - don't make dollars don't make sense ( freestyle) . d j screw - so real ( freestyle) . ron c - funky lyrics . keith sweat - just touch","stressed out side a  b"
"128",""" hey sucker nigga, whoever you are"" "" hey sucker nigga, whoever you are"" "" hey sucker nigga, hey sucker nigga"" "" whoever you are, whoever you are"" [ verse : q- tip] i be hating sucker m cs, and the sucker niggas posing like they hard when we know they damn card what you figure, rhyme-wise i do the figure eight so concisely musically we are the herb so sit back and light me inhale... my style is kinda fat reminiscent of a whale young girls desires older female dreams i be the abstract poetic representing from queens socially i'm not inane, black and white got game if you came to the jam, well i'm glad you came see, nigga first was used back in the deep south falling out between the dome of the white man's mouth it means that we will never grow, you know the word dummy upper niggas in the community think it's crummy but i don't, neither does the youth cause we em- brace adversity it goes right with the race and being that we use it as a term of endearment niggas start to bug, to the dome is where the fear went now the little shorties say it all of the time and a whole bunch of niggas throw the word in they rhyme yo i start to flinch, as i try not to say it but my lips is like the oowop as i start to spray it my lips is like a oowop as i start to spray it my lips is like a oowop as i start to spray the [ hook: q- tip] sucka nigga, nigga nigga i throw the sucka in the front for the ones that front it's the neo-nigga of the nineties c'mon aiyyo shaheed, take us the fuck outta here you're not any less of a man, if you don't pull the trigger you're not necessarily a man, if you do","sucka nigga"
"129","[ intro: q- tip] do do do, do do do, do do do, do do do do do do, do do do do, do do, do do do do [ q- tip + ( j. dilla a/k/a jay dee)] yo, what's ya name, pa? ( it's jay dee) and what's the name of ya crew? ( it's s v) yeah, that's baatin and that nigga ( t) a yo, tell me where you from ( i'm from the d, y'all ha ha, i'm from the, d d, d d d d d d, d d d d d y'all, i'm from the, d d d, d d d d d d, d d d d d y'all) [ verse : jay dee] and this goes out to everybody who doubts, runnin' ya mouth and don't know what you talkin' 'bout you ain't familiar wit' the d, don't go that route just keep ya hand on ya toolie if ya walkin' 'bout it's all live now and for the greatest amount but make the ladies say oh and the hoes say oww and the owls say whoot da whoot turnin' it out it's s v still on a quest baby knockin' you out it's like dat q- tip (harmonizing): do do do, do do do, do do do, do do do do do do, do do do do, do do, do do do do [ q- tip + ( phife)] ( and who are you?) the abstract ( ali is here and jay dee) yeah, he did the track ( now would you say that it's tight?) it's type phat ( and what we want y'all to do is) is come react ( cause we do it all) all night night, night night night night we do it all, all all all night y'all we do it, all night, night night night night we do it, all all all night y'all [ verse : q- tip] word up it's the love movement, it's all love ‘ cause we make ma-fuckas be fond of us we like the ladies, intelligent ones but when the lights go out it's time to fondle us it's apprehension, when playin' ya joint ‘ cause jay dee makes it sound so marvelous if you beefin', then settle ya soul while we make all of y'all just bond wit' us got your work on you, you better put it away police be lookin' for the vandalous jay dee from the d, s v family phife, these jokers can't handle us q- tip ( harmonizing) do do do, do do do, do do do, do do do do do do, do do do do, do do, do do do do [ q- tip + ( phife)] now what you change ya name to? ( mutt ranks, yo) and what you really gotta do? ( get the bank, yo) and when you wake up in the morning… ( i give thanks, yo) and all these ladies seem to be… ( they seem to come in flanks, yo because i’m, nice with mines, mad nice with mines nice with mines, mad nice with mines, yo, word nice with mines, crazy nice with mines once again, son, i’m nice with mines check it) [ verse : phife dawg] phife can make it iller with the dominant flows put the bite back in it while the confidence grows dawg got flea-bitten written, i stay shittin’ on competition, we hittin’ like cal ripken brothas is playtime like animaniacs we be puttin’ in real time, that’s why y’all bangin’ that niggas can face off but can’t get shorty i make y’all erase off ‘cause y’all ain’t naughty what’s up to treacherous, let’s get it in line it’s the girls who’s sweatin’ us, let’s make ‘em refined you got to, make it hot for the hoods in the street wack producers need to stop with them crackhead beats","that shit"
